nombre,descripcion,genero,destacado
Horizon Zero Dawn PS4, "Aventura post apocalíptica con máquinas dinosaurio", Aventura, 0
Horizon Zero Dawn PS5, "Aventura post apocalíptica con máquinas dinosaurio", Aventura, 0
Hollow Knight PS4, "Juego de accion y aventura tipo metroidvania", Aventura, 0
Hollow Knight PS5, "Juego de accion y aventura tipo metroidvania", Aventura, 0
Hollow Knight Voidheart Edition PS4, "Metroidvania desafiante con exploración y combate en un mundo subterráneo", Plataformas, 0
Hollow Knight Silksong PS4, "Juego de accion y aventura tipo metroidvania, continuacion del Hollow Knight" Aventura, 0
Hollow Knight Silksong PS5, "Juego de accion y aventura tipo metroidvania, continuacion del Hollow Knight" Aventura, 0
Infamous Second Son PS4, "Superhéroes con poderes elementales en Seattle", Acción, 0
Infamous Second Son PS5, "Superhéroes con poderes elementales en Seattle", Acción, 0
Injustice 2 PS4, "Juego de lucha de superhéroes DC", Lucha, 0
Injustice 2 PS5, "Juego de lucha de superhéroes DC", Lucha, 0
Injustice 2 Legendary Edition PS4, "Lucha entre héroes y villanos del universo DC", Lucha, 0
Injustice 2 - Legendary Edition Latino PS5, "Lucha entre héroes y villanos del universo DC", Lucha, 0
insurgency sandstorm PS4, "Shooter táctico realista", Shooter, 0
insurgency sandstorm PS5, "Shooter táctico realista", Shooter, 0
It takes Two PS4, "Aventura cooperativa para dos jugadores", Aventura, 0
It takes Two PS5, "Aventura cooperativa para dos jugadores", Aventura, 0
Just Cause 4 PS4, "Acción con destrucción masiva y física", Acción, 0
Just Cause 4 PS5, "Acción con destrucción masiva y física", Acción, 0
Just Cause 3 PS4, "Mundo abierto con caos y explosiones", Acción, 0
Just Cause 3 PS5, "Mundo abierto con caos y explosiones", Acción, 0
JoJos Bizarre Adventure All Star Battle R PS4, "Peleas estilizadas basadas en el anime JoJo’s Bizarre Adventure", Lucha, 0
Jurassic World Evolution PS4, "Simulador de gestión de parque de dinosaurios", Simulación, 0
Jurassic World Evolution PS5, "Simulador de gestión de parque de dinosaurios", Simulación, 0
Jurassic World Evolution 2 PS4, "Secuela mejorada del simulador de dinosaurios", Simulación, 0
Jurassic World Evolution 2 PS5, "Secuela mejorada del simulador de dinosaurios", Simulación, 0
Kingdom Come Deliverance PS4, "RPG realista ambientado en la Edad Media sin magia, centrado en combate y decisiones históricas.", RPG, 0
Kingdom Come Deliverance PS5, "RPG realista ambientado en la Edad Media sin magia, centrado en combate y decisiones históricas.", RPG, 0
KNACK PS4, "aventura de acción y plataformas donde controlás a un héroe hecho de reliquias que cambia de tamaño.", Aventura, 0
KNACK PS5, "aventura de acción y plataformas donde controlás a un héroe hecho de reliquias que cambia de tamaño.", Aventura, 0
L.A Noire PS4, "investigación de crímenes en los años 40", Aventura, 0
L.A Noire PS5, "investigación de crímenes en los años 40", Aventura, 0
LEGO Batman 3 Mas alla de Gotham PS4, "Aventura LEGO de Batman en el espacio", Aventura, 0
LEGO Batman 3 Beyond Gotham PS4, "Aventura LEGO de Batman en el espacio", Aventura, 0
LEGO Batman 3 Beyond Gotham PS5, "Aventura LEGO de Batman en el espacio", Aventura, 0
LEGO CITY Undercover PS4, "Mundo abierto LEGO estilo GTA", Aventura, 0
LEGO CITY Undercover PS5, "Mundo abierto LEGO estilo GTA", Aventura, 0
Lego Marvel Collection PS4, "Colección de juegos LEGO de Marvel", Aventura, 0
Lego Marvel Collection PS5, "Colección de juegos LEGO de Marvel", Aventura, 0
Lego Marvels Avengers PS4, "Aventura LEGO de los Vengadores", Aventura, 0
Lego Marvels Avengers PS5, "Aventura LEGO de los Vengadores", Aventura, 0
LEGO Marvel Super Heroes PS4, "Superhéroes de Marvel en versión LEGO", Aventura, 0
LEGO Marvel Super Heroes PS5, "Superhéroes de Marvel en versión LEGO", Aventura, 0
LEGO Marvel Super Heroes 2 PS4, "Secuela con más héroes y villanos Marvel", Aventura, 0
LEGO Marvel Super Heroes 2 PS5, "Secuela con más héroes y villanos Marvel", Aventura, 0
LEGO Batman 3 Ms all de Gotham Edicin Deluxe PS4, "Acción y puzzles con humor en el universo LEGO de DC", Aventura, 0
LEGO DC Super Villains Edicin Deluxe PS4, "Aventura humorística con los villanos más icónicos de DC", Aventura, 0
LEGO Worlds PS4, "Construcción y exploración en mundos abiertos hechos de LEGO", Aventura, 0
LEGO Star Wars The Skywalker Saga PS4, "Las nueve películas de Star Wars en LEGO", Aventura, 0
LEGO Star Wars The Skywalker Saga PS5, "Las nueve películas de Star Wars en LEGO", Aventura, 0
LEGO DC Super Villains PS4, "Juega como villanos de DC en LEGO", Aventura, 0
LEGO DC Super Villains PS5, "Juega como villanos de DC en LEGO", Aventura, 0
LEGO The Incredibles PS4, "Los Increíbles en versión LEGO", Aventura, 0
LEGO The Incredibles PS5, "Los Increíbles en versión LEGO", Aventura, 0
LEGO Jurassic World PS4, "Las películas de Jurassic Park en LEGO", Aventura, 0
LEGO The Hobbit PS4, "aventura humorística basada en las películas, con exploración, construcción y acción cooperativa.", Aventura, 0
Little Nightmares PS4, "Horror atmosférico de plataformas", Terror, 0
Little Nightmares PS5, "Horror atmosférico de plataformas", Terror, 0
Little Nightmares II PS4, "Secuela del horror de plataformas", Terror, 0
Little Nightmares II PS5, "Secuela del horror de plataformas", Terror, 0
Little Nightmares I y II PS4, "Dos juegos de Little Nightmares", Terror, 0
Little Nightmares I y II Bundle PS5, "Dos juegos de Little Nightmares", Terror, 0
LittleBigPlanet 3 PS4, "Plataformas creativo con editor de niveles", Plataformas, 0
LittleBigPlanet 3 PS5, "Plataformas creativo con editor de niveles", Plataformas, 0
LIMBO & INSIDE Bundle PS4, "dos aventuras oscuras y atmosféricas con puzles y narrativa visual profunda.", Aventura, 0
LIMBO & INSIDE Bundle PS5, "dos aventuras oscuras y atmosféricas con puzles y narrativa visual profunda.", Aventura, 0
Lost Judgment PS4, "thriller de acción e investigación donde resolvés crímenes combinando combates y trabajo detectivesco.", Accion, 0
Lost Judgment PS5, "thriller de acción e investigación donde resolvés crímenes combinando combates y trabajo detectivesco.", Accion, 0
Mad Max PS4, "Acción post apocalíptica en el desierto", Acción, 0
Mad Max PS5, "Acción post apocalíptica en el desierto", Acción, 0
MAFIA III PS4, "Crimen organizado en la Nueva Orleans de los 60", Acción, 0
MAFIA III PS5, "Crimen organizado en la Nueva Orleans de los 60", Acción, 0
Mafia II PS4, "Historia mafiosa en los años 40 y 50", Acción, 0
Mafia II PS5, "Historia mafiosa en los años 40 y 50", Acción, 0
Mafia Definitive Edition PS4, "Remake del primer Mafia", Acción, 0
Mafia Definitive Edition PS5, "Remake del primer Mafia", Acción, 0
Mafia Trilogy PS4, "Tres juegos de Mafia remasterizados", Acción, 0
Mafia Trilogy PS5, "Tres juegos de Mafia remasterizados", Acción, 0
Marvel vs. Capcom Infinite PS4, "juego de lucha que enfrenta héroes de Marvel y Capcom con combates dinámicos por parejas.", Lucha, 0
Marvel vs. Capcom Infinite PS5, "juego de lucha que enfrenta héroes de Marvel y Capcom con combates dinámicos por parejas.", Lucha, 0
Marvels Guardians of the Galaxy PS4, "Aventura de acción con los Guardianes", Aventura, 0
Marvels Guardians of the Galaxy PS5, "Aventura de acción con los Guardianes", Aventura, 0
Marvels Spider Man Edition PS4, "Aventura de superhéroes con combates y exploración en Nueva York", Aventura, 0
Mass Effect Andromeda Standard Recruit Edition PS4, "RPG espacial con exploración y decisiones narrativas", Rol, 0
Marvels Spider Man G.O.T.Y PS4, "Aventura del Hombre Araña en Nueva York", Acción, 0
MADiSON PS4, "Terror psicológico en primera persona con puzzles y sustos intensos", Terror, 0
Marvels Spider Man PS5, "Aventura del Hombre Araña en Nueva York", Acción, 0
Marvels Spider Man Miles Morales PS4, "Aventura de Miles Morales como Spider-Man", Acción, 0
Marvels Spider Man Miles Morales PS5, "Aventura de Miles Morales como Spider-Man", Acción, 0
Marvel's Spider Man 2 PS5, "Secuela con Peter y Miles juntos", Acción, 0
Maneater PS4, "RPG donde juegas como un tiburón", Acción, 0
Maneater PS5, "RPG donde juegas como un tiburón", Acción, 0
Metro 2033 Redux PS4, "Shooter post apocalíptico en el metro de Moscú", Shooter, 0
Metro 2033 Redux PS5, "Shooter post apocalíptico en el metro de Moscú", Shooter, 0
Metro Exodus PS4, "Aventura post apocalíptica con mundo semiabierto", Shooter, 0
Metro Exodus PS5, "Aventura post apocalíptica con mundo semiabierto", Shooter, 0
Metro Last Light Redux PS4, "Continuación de Metro 2033 remasterizada", Shooter, 0
Metro Last Light Redux PS5, "Continuación de Metro 2033 remasterizada", Shooter, 0
Metro Saga Bundle PS4, "Trilogía completa de Metro", Shooter, 0
Metro Saga Bundle PS5, "Trilogía completa de Metro", Shooter, 0
Middle earth Shadow of Mordor PS4, "Acción en el mundo de El Señor de los Anillos", Acción, 0
Middle earth Shadow of Mordor PS5, "Acción en el mundo de El Señor de los Anillos", Acción, 0
Middle earth Shadow of War Definitive Edition PS4, "Secuela épica en la Tierra Media", Acción, 0
Middle earth Shadow of War PS5, "Secuela épica en la Tierra Media", Acción, 0
Middle earth The Shadow Bundle PS4, "Dos juegos de Middle-earth", Acción, 0
Middle earth The Shadow Bundle PS5, "Dos juegos de Middle-earth", Acción, 0
Minecraft PS4, "Sandbox de construcción y supervivencia", Sandbox, 0
Minecraft PS5, "Sandbox de construcción y supervivencia", Sandbox, 0
MONSTER HUNTER WORLD PS4, "Caza de monstruos gigantes cooperativo", Acción, 0
Monster Energy Supercross The Official Videogame PS4, "Simulador oficial de supercross", Racing, 0
Monster Energy Supercross The Official Videogame PS5, "Simulador oficial de supercross", Racing, 0
Monster Energy Supercross The Official Videogame 5 PS4, "Quinta entrega del simulador de supercross", Racing, 0
Monster Energy Supercross The Official Videogame 5 PS5, "Quinta entrega del simulador de supercross", Racing, 0
Monster Energy Supercross The Official Videogame 6 PS4, "Sexta entrega del simulador de supercross", Racing, 0
Monster Energy Supercross The Official Videogame 6 PS5, "Sexta entrega del simulador de supercross", Racing, 0
Monster Hunter Rise PS4, "acción y caza cooperativa en un mundo lleno de monstruos gigantes y armas personalizables.", Caza, 0
Monster Hunter Rise PS5, "acción y caza cooperativa en un mundo lleno de monstruos gigantes y armas personalizables.", Caza, 0
Mortal Kombat 11 Audio Ingles PS5, "Juego de lucha brutal subtitulado", Lucha, 0
Mortal Kombat 11 Subtitulado PS4, "Juego de lucha brutal subtitulado", Lucha, 0
Mortal Kombat 11 Subtitulado PS5, "Juego de lucha brutal subtitulado", Lucha, 0
Mortal Kombat 11 Latino PS4, "Juego de lucha brutal en español latino", Lucha, 0
Mortal Kombat 11 Español Latino PS4, "Juego de lucha brutal en español latino", Lucha, 0
Mortal Kombat 11 Latino PS5, "Juego de lucha brutal en español latino", Lucha, 0
Mortal Kombat 11 Ultimate + Injustice 2 PS4, "Dos juegos de lucha de NetherRealm", Lucha, 0
Mortal Kombat 11 Ultimate + Injustice 2 PS5, "Dos juegos de lucha de NetherRealm", Lucha, 0
Mortal Kombat 11 Ultimate Latino PS4, "Edición definitiva de MK11 en español", Lucha, 1
Mortal Kombat 11 Ultimate Latino PS5, "Edición definitiva de MK11 en español", Lucha, 1
Mortal Kombat 11 Ultimate Subtitulado PS4, "Edición definitiva de MK11 subtitulada", Lucha, 0
Mortal Kombat 11 Ultimate Subtitulado PS5, "Edición definitiva de MK11 subtitulada", Lucha, 0
Mortal Kombat X PS4, "Décima entrega de la saga de lucha", Lucha, 0
Mortal Kombat X PS5, "Décima entrega de la saga de lucha", Lucha, 0
Mortal Kombat XL PS4, "Mortal Kombat X con todo el contenido", Lucha, 0
Mortal Kombat XL PS5, "Mortal Kombat X con todo el contenido", Lucha, 0
Mortal Kombat 1 PS5, "Reinicio de la saga Mortal Kombat", Lucha, 0
Mount & blade ii bannerlord PS4, "RPG medieval de batallas masivas", RPG, 0
Mount & blade ii bannerlord PS5, "RPG medieval de batallas masivas", RPG, 0
MudRunner PS4, "Simulador de conducción todoterreno extremo", Simulación, 0
MudRunner PS5, "Simulador de conducción todoterreno extremo", Simulación, 0
MotoGP25 PS5, "Simulador oficial de MotoGP", Racing, 0
MotoGP25 PS4, "Simulador oficial de MotoGP", Racing, 0
MotoGP24 PS4, "Simulador oficial de MotoGP", Racing, 0
MotoGP24 PS5, "Simulador oficial de MotoGP", Racing, 0
MotoGP21 PS4, "Simulador oficial de MotoGP", Racing, 0
MotoGP21 PS5, "Simulador oficial de MotoGP", Racing, 0
MotoGP22 PS4, "Simulador oficial de MotoGP", Racing, 0
MotoGP22 PS5, "Simulador oficial de MotoGP", Racing, 0
MotoGP23 PS4, "Simulador oficial de MotoGP", Racing, 0
MotoGP23 PS5, "Simulador oficial de MotoGP", Racing, 0
My Friend Peppa Pig PS4, "explora y juega con Peppa en su mundo", Infantil, 0
My Friend Peppa Pig PS5, "explora y juega con Peppa en su mundo", Infantil, 0
MY HERO ONES JUSTICE 2 PS4, "Peleas de anime con los héroes y villanos de My Hero Academia", Lucha, 0
MXGP 2020 The Official Motocross Videogame PS4, "Simulador oficial de motocross", Racing, 0
MXGP 2021 The Official Motocross Videogame PS4, "Simulador oficial de motocross", Racing, 0
MX vs ATV Legends PS4, "Carreras todoterreno arcade", Racing, 0
MX vs ATV Legends PS5, "Carreras todoterreno arcade", Racing, 0
NARUTO SHIPPUDEN Ultimate Ninja STORM 4 Road to Boruto PS4, "Juego de lucha de Naruto con expansión Boruto", Lucha, 0
NARUTO SHIPPUDEN Ultimate Ninja STORM 4 Road to Boruto PS5, "Juego de lucha de Naruto con expansión Boruto", Lucha, 0
NARUTO SHIPPUDEN Ultimate Ninja STORM 4 PS4, "Cuarta entrega de Ultimate Ninja Storm", Lucha, 0
NARUTO SHIPPUDEN Ultimate Ninja STORM 4 PS5, "Cuarta entrega de Ultimate Ninja Storm", Lucha, 0
NARUTO Ultimate Ninja STORM PS4, "Primera entrega de Ultimate Ninja Storm", Lucha, 0
NARUTO Ultimate Ninja STORM PS5, "Primera entrega de Ultimate Ninja Storm", Lucha, 0
NARUTO SHIPPUDEN Ultimate Ninja STORM Trilogy PS4, "Tres juegos de Naruto Storm", Lucha, 0
NARUTO SHIPPUDEN Ultimate Ninja STORM Trilogy PS5, "Tres juegos de Naruto Storm", Lucha, 0
NARUTO TO BORUTO SHINOBI STRIKER PS4, "Combates multijugador ninja en arenas 3D", Lucha, 0
NBA 2K24 PS4, "Simulador de baloncesto NBA", Deportes, 0
NBA 2K24 Baller Edition PS5, "Simulador de baloncesto NBA", Deportes, 0
NBA 2K25 PS4, "Simulador de baloncesto NBA", Deportes, 0
NBA 2K25 PS5, "Simulador de baloncesto NBA", Deportes, 0
NBA 2K26 PS4, "Simulador de baloncesto NBA", Deportes, 0
NBA 2K26 PS5, "Simulador de baloncesto NBA", Deportes, 0
Need For Speed PS4, "Carreras ilegales urbanas", Racing, 0
Need For Speed PS5, "Carreras ilegales urbanas", Racing, 0
Need For Speed Heat PS4, "Carreras diurnas y nocturnas ilegales", Racing, 1
Need For Speed Heat PS5, "Carreras diurnas y nocturnas ilegales", Racing, 1
Need For Speed Payback PS4, "Carreras con historia de venganza", Racing, 0
Need For Speed Payback PS5, "Carreras con historia de venganza", Racing, 0
Need For Speed Rivals PS4, "Carreras como corredor o policía", Racing, 0
Need For Speed Rivals PS5, "Carreras como corredor o policía", Racing, 0
Need for Speed Hot Pursuit Remastered PS4, "Remasterización del clásico Hot Pursuit", Racing, 0
Need for Speed Hot Pursuit Remastered PS5, "Remasterización del clásico Hot Pursuit", Racing, 0
NieR Automata PS4, "RPG de acción filosófico con androides", RPG, 0
NieR Automata PS5, "RPG de acción filosófico con androides", RPG, 0
NieR Replicant PS4, "Acción y narrativa emocional en un mundo postapocalíptico", Rol, 0
NieR Automata Game of the YoRHa Edition PS4, "Acción y filosofía en un mundo devastado por máquinas", Rol, 0
Nioh 2 PS4, "combates intensos con samuráis y demonios", Accion, 0
Nioh 2 PS5, "combates intensos con samuráis y demonios", Accion, 0
NINJA GAIDEN Master Collection PS4, "Colección de tres juegos de acción y ninjas extremadamente desafiantes con Ryu Hayabusa.", Accion, 0
NINJA GAIDEN Master Collection PS5, "Colección de tres juegos de acción y ninjas extremadamente desafiantes con Ryu Hayabusa.", Accion, 0
No Mans Sky PS4, "Exploración espacial procedural infinita", Aventura, 0
No Mans Sky PS5, "Exploración espacial procedural infinita", Aventura, 0
Outlast Bundle of Terror PS4, "Horror de supervivencia en primera persona", Terror, 0
Outlast Bundle of Terror PS5, "Horror de supervivencia en primera persona", Terror, 0
Outlast Trinity PS4, "Trilogía completa de Outlast", Terror, 0
Outlast Trinity PS5, "Trilogía completa de Outlast", Terror, 0
Outlast PS4, "Horror psicológico en un psiquiátrico", Terror, 0
Outlast PS5, "Horror psicológico en un psiquiátrico", Terror, 0
Olympic Games Tokyo 2020 The Official Video Game PS4, "Colección de disciplinas olímpicas en formato arcade", Deportes, 0
ONE PIECE PIRATE WARRIORS 4 Deluxe Edition PS4, "Musou de One Piece con personajes icónicos", Acción, 0
ONE PIECE PIRATE WARRIORS 4 Deluxe Edition PS5, "Musou de One Piece con personajes icónicos", Acción, 0
Overcooked! 2 PS4, "Juego cooperativo caótico de cocina", Party, 0
Overcooked! 2 PS5, "Juego cooperativo caótico de cocina", Party, 0
Overcooked! + Overcooked! 2 PS4, "Dos juegos de cocina cooperativa", Party, 0
Overcooked! + Overcooked! 2 PS5, "Dos juegos de cocina cooperativa", Party, 0
Overcooked! PS4, "Caos cooperativo en la cocina", Party, 0
Overcooked! PS5, "Caos cooperativo en la cocina", Party, 0
Outer Wilds PS4, "exploración espacial y misterios temporales", Aventura, 0
Outer Wilds PS5, "exploración espacial y misterios temporales", Aventura, 0
ONE PIECE ODYSSEY PS4, "Un juego de rol (JRPG) clásico de ONE PIECE con una historia original supervisada por Eiichiro Oda.", JRPG, 0
ONE PIECE ODYSSEY PS5, "Un juego de rol (JRPG) clásico de ONE PIECE con una historia original supervisada por Eiichiro Oda.", JRPG, 0
ONE PIECE World Seeker PS4, "Un juego de ONE PIECE de mundo abierto con un estilo de juego de acción y aventuras.", Aventura, 0
ONE PIECE World Seeker PS5, "Un juego de ONE PIECE de mundo abierto con un estilo de juego de acción y aventuras.", Aventura, 0
PAYDAY 2 PS4, "Shooter cooperativo de atracos", Shooter, 0
PAYDAY 2 PS5, "Shooter cooperativo de atracos", Shooter, 0
Paw Patrol On a Roll! PS4, "misiones simples con cachorros héroes", Infantil, 0
Paw Patrol On a Roll! PS5, "misiones simples con cachorros héroes", Infantil, 0
Persona 4 Golden PS4, "vida escolar y batallas en otro mundo", RPG, 0
Persona 4 Golden PS5, "vida escolar y batallas en otro mundo", RPG, 0
Persona 5 Royal PS4, "vida escolar y batallas en otro mundo", RPG, 0
Persona 5 Royal PS5, "vida escolar y batallas en otro mundo", RPG, 0
PAYDAY 2 CRIMEWAVE EDITION PS4, "Acción cooperativa centrada en atracos y planificación", Shooter, 0
Persona5 Strikers PS4, "Aventura RPG con combates en tiempo real y estética anime", Rol, 0
Plantas Vs Zombies Garden Warfare PS4, "Shooter multijugador de Plants vs Zombies", Shooter, 0
Plantas Vs Zombies Garden Warfare PS5, "Shooter multijugador de Plants vs Zombies", Shooter, 0
Plants vs. Zombies Garden Warfare 2 PS4, "Secuela del shooter de Plants vs Zombies", Shooter, 0
Plants vs. Zombies Garden Warfare 2 PS5, "Secuela del shooter de Plants vs Zombies", Shooter, 0
Plants vs Zombies Battle for Neighborville PS4, "Tercera entrega del shooter PvZ", Shooter, 0
Plants vs Zombies Battle for Neighborville PS5, "Tercera entrega del shooter PvZ", Shooter, 0
Poppy Playtime Captulo 1 PS4, "Juego de terror con puzzles en una fábrica de juguetes", Terror, 0
Poppy Playtime Captulo 2 PS4, "Segunda parte del terrorífico juego de puzzles en la fábrica", Terror, 0
Poppy Playtime Captulo 3 PS4, "Nueva entrega con más sustos y desafíos en la saga de terror", Terror, 0
Poppy Playtime Captulo 4 PS4, "Capítulo final del juego de terror de juguetes con atmósfera intensa", Terror, 0
Rayman Legends PS4, "Plataformas 2D con niveles musicales", Plataformas, 0
Rayman Legends PS5, "Plataformas 2D con niveles musicales", Plataformas, 0
Red Dead Redemption 2 Edicion Definitiva PS4, "Épica aventura del oeste salvaje", Aventura, 1
Red Dead Redemption 2 Edicion Definitiva PS5, "Épica aventura del oeste salvaje", Aventura, 1
Red Dead Redemption 2 PS4, "Épica aventura del oeste salvaje", Aventura, 1
Red Dead Redemption 2 PS5, "Épica aventura del oeste salvaje", Aventura, 1
Red Dead Redemption 1 PS4, "Clásico western de Rockstar", Aventura, 0
Red Dead Redemption 1 PS5, "Clásico western de Rockstar", Aventura, 0
Resident Evil Revelations 1 & 2 Bundle PS4, "Terror y acción con supervivencia y exploración", Terror, 0
RESIDENT EVIL REVELATIONS PS4, "Saga revelaciones de Resident Evil", Terror, 0
RESIDENT EVIL REVELATIONS PS5, "Saga revelaciones de Resident Evil", Terror, 0
RESIDENT EVIL 2 PS4, "Remake del clásico survival horror", Terror, 0
RESIDENT EVIL 2 PS5, "Remake del clásico survival horror", Terror, 0
RESIDENT EVIL 3 PS4, "Remake de Resident Evil 3 Nemesis", Terror, 0
RESIDENT EVIL 3 PS5, "Remake de Resident Evil 3 Nemesis", Terror, 0
Resident Evil 4 2005 PS4, "Versión clásica de RE4", Terror, 0
Resident Evil 4 2005 PS5, "Versión clásica de RE4", Terror, 0
Resident Evil 4 Remake PS4, "Remake moderno del clásico RE4", Terror, 1
Resident Evil 4 Remake PS5, "Remake moderno del clásico RE4", Terror, 1
Resident Evil 5 PS4, "Acción cooperativa contra infectados", Terror, 0
Resident Evil 5 PS5, "Acción cooperativa contra infectados", Terror, 0
Resident Evil 6 PS4, "Acción con múltiples campañas", Terror, 0
Resident Evil 6 PS5, "Acción con múltiples campañas", Terror, 0
RESIDENT EVIL 7 biohazard PS4, "Horror en primera persona en Louisiana", Terror, 0
RESIDENT EVIL 7 biohazard PS5, "Horror en primera persona en Louisiana", Terror, 0
Resident Evil Triple Pack PS4, "Tres juegos de Resident Evil clásicos", Terror, 0
Resident Evil Triple Pack PS5, "Tres juegos de Resident Evil clásicos", Terror, 0
Resident Evil Deluxe Origins Bundle PS4, "Colección de los clásicos survival horror de Resident Evil", Terror, 0
RACCOON CITY EDITION PS4, "Dos remakes de Resident Evil", Terror, 0
RACCOON CITY EDITION RE 2 + RE 3 PS5, "Dos remakes de Resident Evil", Terror, 0
Resident Evil Village Gold Edition PS4, "Horror de supervivencia en pueblo europeo", Terror, 0
Resident Evil Village Gold Edition PS5, "Horror de supervivencia en pueblo europeo", Terror, 0
Riders Republic PS4, "Deportes extremos en mundo abierto", Deportes, 0
Riders Republic PS5, "Deportes extremos en mundo abierto", Deportes, 0
Rise of the Tomb Raider PS4, "Aventura de exploración con Lara Croft", Aventura, 
Rise of the Tomb Raider 20 Year Celebration PS4, "Aventura y exploración con Lara Croft en ambientes hostiles", Aventura, 00
Rise of the Tomb Raider PS5, "Aventura de exploración con Lara Croft", Aventura, 0
RIDE 4 PS4, "Simulacion de conduccion en Moto", Simulacion, 0
RIDE 4 PS5, "Simulacion de conduccion en Moto", Simulacion, 0
Rugby 22 PS4, "Simulador de rugby", Deportes, 0
Rugby 22 PS5, "Simulador de rugby", Deportes, 0
Rugby 25 PS5, "Simulador de rugby", Deportes, 0
Street Fighter 6 PS4, "Nueva generación de juego de lucha", Lucha, 0
Street Fighter 6 PS5, "Nueva generación de juego de lucha", Lucha, 0
Street Fighter V PS4, "Juego de lucha competitivo", Lucha, 0
Street Fighter V PS5, "Juego de lucha competitivo", Lucha, 0
Slime Rancher PS4, "Aventura de granja con slimes adorables", Aventura, 0
Slime Rancher PS5, "Aventura de granja con slimes adorables", Aventura, 0
Sekiro Shadows Die Twice PS4, "Souls-like de samurais con sigilo", Acción, 0
Sekiro Shadows Die Twice PS5, "Souls-like de samurais con sigilo", Acción, 0
Sniper Elite 4 PS4, "Shooter táctico de francotiradores en Italia", Shooter, 0
Sniper Elite 4 PS5, "Shooter táctico de francotiradores en Italia", Shooter, 0
Sniper Elite 5 PS4, "Francotirador táctico en la Francia ocupada", Shooter, 0
Sniper Elite 5 PS5, "Francotirador táctico en la Francia ocupada", Shooter, 0
Sonic Mania PS4, "Sonic clásico 2D con niveles retro", Plataformas, 0
Sonic Mania PS5, "Sonic clásico 2D con niveles retro", Plataformas, 0
Sonic Colours Ultimate PS4, "Plataformas 3D de Sonic remasterizado", Plataformas, 0
Sonic Colours Ultimate PS5, "Plataformas 3D de Sonic remasterizado", Plataformas, 0
Sonic FORCES PS4, "Plataformas 3D de Sonic remasterizado", Plataformas, 0
Sonic FORCES PS5, "Plataformas 3D de Sonic remasterizado", Plataformas, 0
Sonic Colours Ultimate Deluxe PS4, "Plataformas colorido con alta velocidad y poderes especiales", Plataformas, 0
Sonic Origins PS4, "Compilación de los clásicos juegos de Sonic remasterizados", Plataformas, 0
Sonic Frontiers PS4, "Un juego de Sonic de mundo abierto que mezcla velocidad, exploración y combate en las Islas Starfall.", Plataformas, 0
Sonic Frontiers PS5, "Un juego de Sonic de mundo abierto que mezcla velocidad, exploración y combate en las Islas Starfall.", Plataformas, 0
South Park The Fractured but Whole PS4, "RPG de South Park con superhéroes", RPG, 0
South Park The Fractured but Whole PS5, "RPG de South Park con superhéroes", RPG, 0
South Park The Stick of Truth PS4, "RPG de South Park estilo fantasía", RPG, 0
South Park The Stick of Truth PS5, "RPG de South Park estilo fantasía", RPG, 0
South Park The Video Game Collection PS4, "Dos juegos de South Park", RPG, 0
South Park The Video Game Collection PS5, "Dos juegos de South Park", RPG, 0
South Park La Coleccin de Videojuegos PS4, "Dos juegos de South Park", RPG, 0
South Park La Coleccin de Videojuegos PS5, "Dos juegos de South Park", RPG, 0
SOULCALIBUR PS4, "Un juego de lucha con armas en 3D y un elenco de personajes únicos, conocido por sus etapas circulares y su modo historia.", Accion, 0
Shadow of the Colossus PS4, "Remake de lucha contra colosos gigantes", Aventura, 0
Shadow of the Colossus PS5, "Remake de lucha contra colosos gigantes", Aventura, 0
Shadow of the Tomb Raider Definitive Edition PS4, "Acción, sigilo y exploración en la jungla con Lara Croft", Aventura, 0
Skater XL PS4, "Simulador realista de skate con física avanzada", Deportes, 0
Sleeping Dogs Definitive Edition PS4, "Acción de mundo abierto en Hong Kong con artes marciales", Aventura, 0
STAR WARS Battlefront II PS4, "Shooter multijugador de Star Wars", Shooter, 0
STAR WARS Battlefront II Celebration Edition PS4, "Shooter multijugador ambientado en el universo de Star Wars", Shooter, 0
STAR WARS Battlefront II PS5, "Shooter multijugador de Star Wars", Shooter, 0
STAR WARS Jedi Fallen Order PS4, "Aventura de acción con Jedi", Aventura, 0
STAR WARS Jedi Fallen Order PS5, "Aventura de acción con Jedi", Aventura, 0
STAR WARS Jedi Survivor PS4, "Secuela de Jedi Fallen Order", Aventura, 0
Stranded Deep PS4, "Supervivencia en isla desierta", Supervivencia, 0
Stranded Deep PS5, "Supervivencia en isla desierta", Supervivencia, 0
Stray PS4, "gato explorando una ciudad cibernética", Aventura, 0
Stray PS5, "gato explorando una ciudad cibernética", Aventura, 0
Street Fighter 30th Anniversary Collection PS4, "Una colección de 12 juegos arcade clásicos de Street Fighter para celebrar su 30º aniversario.", Accion, 0
Street Fighter 30th Anniversary Collection PS5, "Una colección de 12 juegos arcade clásicos de Street Fighter para celebrar su 30º aniversario.", Accion, 0
SnowRunner PS4, "Simulador todoterreno extremo", Simulación, 0
SnowRunner PS5, "Simulador todoterreno extremo", Simulación, 0
SIFU PS4, "Beat em up de kung fu con envejecimiento", Acción, 0
SIFU PS5, "Beat em up de kung fu con envejecimiento", Acción, 0
Terraria PS4, "Sandbox 2D de exploración y construcción", Sandbox, 0
